,gps_height,longitude,latitude,basin,region_code,district_code,population,permit,construction_year,extraction_type_class,management_group,payment,quality_group,quantity_group,source_class,waterpoint_type_group
1778,0,33.03136784,-2.64108266,lake victoria,19,7,1.0,True,0,other,user-group,never pay,good,enough,groundwater,other
20419,1343,36.86235147,-6.24640809,wami / ruvu,5,1,100.0,True,2007,other,user-group,never pay,good,enough,groundwater,other
4048,1239,30.48875709,-4.19703021,lake tanganyika,16,2,452.0,False,1974,submersible,user-group,never pay,good,enough,groundwater,communal standpipe
22895,234,36.94636078,-7.87480406,rufiji,5,3,150.0,True,1996,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump
19131,1519,34.65983253,-8.98072685,rufiji,11,4,95.0,True,1984,gravity,user-group,pay monthly,good,dry,surface,communal standpipe
6920,958,37.39519587,-3.329261,pangani,3,4,1.0,True,1975,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
26112,1273,35.03020151,-11.01178858,ruvuma / southern coast,10,3,350.0,True,2009,gravity,user-group,pay monthly,good,dry,groundwater,communal standpipe
26595,1259,36.89263423,-3.34258574,pangani,2,7,98.0,True,2009,gravity,user-group,unknown,good,insufficient,surface,communal standpipe
16860,394,37.21199023,-6.96313425,wami / ruvu,5,6,59.0,True,1969,gravity,user-group,never pay,good,enough,surface,communal standpipe
22365,0,31.75277246,-1.06553229,lake victoria,18,7,1.0,True,0,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
16675,0,31.52362685,-2.86907854,lake tanganyika,18,4,1.0,True,0,other,user-group,never pay,good,enough,groundwater,other
14693,1448,30.68141291,-3.62673517,lake tanganyika,16,1,400.0,False,2009,gravity,user-group,unknown,good,insufficient,surface,communal standpipe
16901,1317,34.94831954,-4.86119756,internal,13,2,1.0,True,1960,motorpump,user-group,unknown,unknown,dry,groundwater,communal standpipe
21200,1480,34.62008512,-4.68716784,internal,13,2,1.0,True,1980,other,user-group,unknown,unknown,dry,groundwater,other
6795,861,37.69129246,-3.80653901,pangani,3,2,160.0,False,1992,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
25717,27,39.15958841,-7.00217908,wami / ruvu,7,2,500.0,False,1990,other,user-group,never pay,good,enough,groundwater,other
15597,55,38.713890500000005,-6.94314947,wami / ruvu,6,3,1.0,False,2005,handpump,user-group,pay per bucket,salty,enough,groundwater,hand pump
14399,0,31.75950266,-2.91801422,lake victoria,18,8,1.0,True,0,handpump,user-group,pay monthly,good,dry,groundwater,hand pump
7804,0,32.87154789,-9.22015959,lake rukwa,12,6,1.0,False,0,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump
20358,312,38.92739042,-10.53072845,ruvuma / southern coast,90,33,1.0,False,1987,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
17060,0,34.8031643,-2e-08,lake victoria,19,6,1.0,True,0,submersible,user-group,unknown,unknown,dry,surface,communal standpipe
18783,1154,30.25542138,-4.63313153,lake tanganyika,16,2,565.0,False,1998,other,commercial,never pay,good,enough,surface,communal standpipe
12770,302,38.25065521,-10.23819371,ruvuma / southern coast,80,43,250.0,True,1995,handpump,user-group,unknown,good,dry,groundwater,hand pump
23793,0,33.00907455,-8.45536177,lake rukwa,12,1,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
7336,1746,31.42407797,-8.03992047,lake tanganyika,15,2,50.0,False,1991,handpump,user-group,pay annually,good,enough,groundwater,hand pump
11954,1350,37.31466739,-3.23213925,pangani,3,4,25.0,True,1976,gravity,user-group,never pay,good,enough,groundwater,other
2632,0,33.51713113,-8.60021078,lake rukwa,12,1,1.0,True,0,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
3449,290,38.86990094,-10.98340735,ruvuma / southern coast,90,33,1.0,False,2004,motorpump,user-group,unknown,salty,dry,groundwater,communal standpipe
9170,763,37.67134845,-3.53309753,pangani,3,2,210.0,True,2008,gravity,user-group,never pay,good,insufficient,groundwater,other
27073,392,37.64652639,-11.16520953,ruvuma / southern coast,10,1,1.0,False,2006,handpump,user-group,pay when scheme fails,good,seasonal,groundwater,hand pump
16607,272,36.96300822,-7.68396545,rufiji,5,3,260.0,True,1971,gravity,user-group,pay monthly,good,insufficient,surface,communal standpipe
3604,1768,35.74194929,-8.05950017,rufiji,11,7,100.0,True,1984,gravity,user-group,never pay,good,enough,surface,communal standpipe
16137,185,38.42797218,-11.34880789,ruvuma / southern coast,90,63,1.0,True,2012,submersible,user-group,never pay,good,dry,groundwater,communal standpipe
25387,0,33.91505924,-9.41421319,lake nyasa,12,4,1.0,True,0,gravity,commercial,unknown,good,enough,surface,communal standpipe
17441,1406,37.67173547,-3.60656252,pangani,3,2,100.0,False,1972,gravity,user-group,pay monthly,good,insufficient,surface,other
24409,402,37.44265092,-6.30380145,wami / ruvu,5,6,1.0,True,2009,submersible,commercial,pay per bucket,salty,enough,groundwater,communal standpipe
25357,1854,31.53976661,-8.06353122,lake tanganyika,15,4,300.0,False,1981,gravity,user-group,never pay,good,dry,surface,communal standpipe
7353,1687,34.89654412,-4.82142066,internal,13,2,1.0,True,1980,other,user-group,unknown,unknown,dry,groundwater,other
21163,0,33.83517465,-9.18177477,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,enough,surface,communal standpipe
2542,0,33.36260038,-3.72776322,internal,17,3,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
3196,0,32.93773155,-2.46825854,lake victoria,19,8,1.0,True,0,handpump,user-group,pay annually,good,enough,groundwater,hand pump
16460,1323,31.15306952,-6.2388721,lake rukwa,15,1,100.0,True,1990,handpump,user-group,never pay,unknown,dry,groundwater,hand pump
3962,1473,30.55038934,-5.82339975,lake tanganyika,15,1,300.0,True,1983,other,commercial,never pay,good,enough,groundwater,hand pump
12610,1604,35.53837198,-4.40028405,internal,21,2,423.0,True,2005,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
6370,404,38.65157673,-10.72850717,ruvuma / southern coast,90,33,1.0,True,1975,other,user-group,unknown,good,dry,groundwater,other
21926,-8,39.34122378,-6.87828374,wami / ruvu,7,3,1.0,False,1990,motorpump,other,never pay,good,enough,groundwater,other
17544,0,31.77382724,-1.17772604,lake victoria,18,7,1.0,True,0,motorpump,user-group,never pay,good,insufficient,surface,communal standpipe
23749,0,33.22371056,-2.56128418,lake victoria,19,2,1.0,True,0,other,user-group,never pay,salty,enough,groundwater,other
20246,1201,37.66570471,-3.66863138,pangani,3,2,20.0,False,2007,gravity,user-group,pay monthly,good,insufficient,groundwater,communal standpipe
25026,1149,33.38559568,-2.15407896,lake victoria,20,4,500.0,False,2003,other,user-group,pay monthly,colored,insufficient,groundwater,other
14603,0,33.00569245,-8.45036836,lake rukwa,12,1,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
24891,1826,36.64474866,-3.25477356,pangani,2,2,150.0,True,1990,gravity,user-group,pay when scheme fails,good,insufficient,groundwater,other
15642,1320,37.34843109,-3.25618653,pangani,3,4,1.0,True,1972,gravity,user-group,never pay,good,insufficient,groundwater,other
11833,0,31.31453058,-2.64444362,lake tanganyika,18,4,1.0,True,0,other,user-group,never pay,good,insufficient,unknown,other
24739,0,32.19822725,-2.47150523,lake victoria,19,5,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
6032,1270,34.19357366,-1.70864081,lake victoria,20,3,1.0,False,2010,gravity,parastatal,unknown,good,seasonal,surface,communal standpipe
3391,0,33.95579598,-3.43634629,internal,17,2,1.0,False,0,gravity,user-group,other,good,seasonal,surface,communal standpipe
4255,0,33.81702757,-9.39314024,lake nyasa,12,4,1.0,True,0,gravity,user-group,unknown,good,enough,surface,communal standpipe
12324,561,39.30680348,-10.98604391,ruvuma / southern coast,90,33,530.0,False,2010,gravity,user-group,pay per bucket,good,insufficient,groundwater,communal standpipe
22681,0,33.92475489,-3.7115384,internal,17,8,1.0,False,0,other,user-group,pay when scheme fails,good,dry,groundwater,hand pump
24015,548,36.91280408,-6.89769577,wami / ruvu,5,1,100.0,True,1981,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump
11388,917,36.85848028,-3.63615989,pangani,21,4,150.0,True,1998,other,user-group,unknown,fluoride,enough,groundwater,other
15853,1112,37.60222734,-3.32378007,pangani,3,4,1.0,True,1970,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
11536,0,33.35014595,-2.57541539,lake victoria,19,2,1.0,True,0,other,user-group,never pay,salty,dry,groundwater,other
23591,1043,37.5845835,-3.3338103,pangani,3,4,1.0,True,1983,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
26329,1345,34.62471382,-4.56863653,internal,13,1,325.0,True,1986,handpump,parastatal,never pay,good,enough,groundwater,hand pump
14759,0,33.7281542,-4.20654851,internal,14,2,1.0,False,0,submersible,user-group,pay per bucket,good,enough,surface,communal standpipe
19613,0,35.80636715,-4.60100275,internal,1,1,1.0,False,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
18661,1098,37.65289108,-3.25297848,pangani,3,1,1.0,True,2002,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
24703,1121,37.6586926,-3.22605129,pangani,3,1,1.0,True,2007,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
2177,319,38.36293147,-9.9231531,ruvuma / southern coast,80,43,350.0,True,2007,handpump,user-group,pay per bucket,salty,dry,groundwater,hand pump
212,342,37.97008233,-9.61128322,ruvuma / southern coast,80,43,250.0,True,1986,other,user-group,unknown,good,dry,groundwater,other
2395,306,38.62879175,-10.18660513,ruvuma / southern coast,8,3,420.0,False,2010,gravity,user-group,never pay,unknown,dry,surface,communal standpipe
18424,1265,37.18944752,-3.24104918,pangani,3,5,150.0,True,1999,gravity,user-group,pay per bucket,good,enough,groundwater,communal standpipe
1677,1536,37.23568834,-3.19262758,pangani,3,5,1.0,True,2008,gravity,user-group,pay per bucket,good,enough,groundwater,communal standpipe
15034,206,38.08907236,-6.77055531,wami / ruvu,5,2,400.0,True,2002,handpump,user-group,pay when scheme fails,unknown,seasonal,groundwater,hand pump
6607,0,33.20995325,-2.86763617,lake victoria,19,7,1.0,True,0,other,user-group,never pay,good,enough,groundwater,other
17063,562,37.54278497,-6.96583389,wami / ruvu,5,6,1.0,True,1960,gravity,user-group,never pay,good,enough,surface,communal standpipe
15836,0,33.66809,-3.46240061,internal,17,8,1.0,True,0,gravity,user-group,pay per bucket,good,insufficient,surface,communal standpipe
11531,0,32.55568874,-4.050717,lake tanganyika,17,3,1.0,True,0,other,user-group,unknown,milky,dry,groundwater,other
9537,0,33.57832655,-9.17611099,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
12964,17,39.10115748,-7.53815073,rufiji,60,53,454.0,True,2005,other,user-group,never pay,good,insufficient,groundwater,other
16588,0,30.57379577,-2.58592623,lake victoria,18,30,1.0,False,0,handpump,user-group,never pay,good,enough,groundwater,communal standpipe
17384,0,37.16642847,-6.24599974,wami / ruvu,5,1,230.0,True,1984,submersible,user-group,pay per bucket,good,enough,groundwater,communal standpipe
21061,680,35.76307097,-7.15926061,rufiji,11,1,1.0,True,1982,gravity,unknown,pay per bucket,good,dry,groundwater,communal standpipe
9152,0,34.8031643,-2e-08,lake tanganyika,19,6,1.0,True,0,other,user-group,unknown,unknown,insufficient,groundwater,other
14345,1113,35.01388712,-6.4668138,rufiji,13,3,300.0,False,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
7228,1138,31.22676076,-6.33942121,lake rukwa,15,1,150.0,True,1975,gravity,commercial,never pay,good,insufficient,groundwater,communal standpipe
25781,997,37.64781666,-3.78951103,pangani,3,2,80.0,False,2000,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
17919,261,39.12024756,-10.43331281,ruvuma / southern coast,90,33,1.0,True,1977,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
12036,657,36.91994577,-7.43850742,rufiji,5,1,250.0,True,2005,other,user-group,pay per bucket,good,enough,groundwater,communal standpipe
15439,-36,34.8031643,-10.25422822,ruvuma / southern coast,99,1,200.0,True,1977,other,user-group,unknown,good,enough,groundwater,other
6396,0,33.57476028,-2.69030011,lake victoria,19,2,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
10133,817,29.67343264,-4.86667858,lake tanganyika,16,4,1.0,True,1980,other,other,never pay,good,dry,surface,communal standpipe
18735,0,33.18168866,-4.20015029,internal,14,1,1.0,True,0,submersible,commercial,never pay,colored,insufficient,surface,communal standpipe
9840,1755,31.66431778,-8.52705693,lake tanganyika,15,2,450.0,True,1990,gravity,user-group,never pay,good,enough,surface,communal standpipe
22690,0,31.75109568,-2.64283071,lake victoria,18,8,1.0,True,0,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe
8354,0,33.61656,-9.34172334,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
2327,1331,30.601317,-3.75166852,lake tanganyika,16,1,230.0,False,2003,gravity,user-group,unknown,good,insufficient,surface,communal standpipe
7853,0,35.89786414,-6.16738489,wami / ruvu,1,5,1.0,False,0,motorpump,user-group,pay per bucket,salty,dry,groundwater,communal standpipe
3907,1915,35.21336473,-8.55286901,rufiji,11,2,1.0,False,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
17489,1378,36.78557068,-3.35168089,pangani,2,7,142.0,True,1989,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
26050,88,39.41260415,-9.62890116,ruvuma / southern coast,80,23,349.0,False,1980,submersible,user-group,never pay,good,enough,groundwater,communal standpipe
25410,1438,30.63990917,-3.62866673,lake tanganyika,16,1,500.0,False,2009,gravity,user-group,unknown,good,insufficient,surface,communal standpipe
15450,0,32.36494102,-8.37045009,lake rukwa,12,6,1.0,False,0,handpump,user-group,pay monthly,salty,insufficient,groundwater,hand pump
8767,348,37.51284876,-6.2674835,wami / ruvu,5,6,1.0,True,1984,other,user-group,never pay,colored,dry,groundwater,other
20410,0,35.89476106,-6.16555625,wami / ruvu,1,5,1.0,False,0,motorpump,user-group,never pay,salty,insufficient,groundwater,communal standpipe
7079,1197,30.99005074,-3.26873327,lake tanganyika,16,1,250.0,False,1991,gravity,user-group,unknown,unknown,dry,surface,communal standpipe
23700,3,39.20465932,-7.68235523,rufiji,60,53,1.0,True,1972,motorpump,user-group,never pay,good,enough,surface,communal standpipe
901,1259,38.34818981,-4.849285500000001,pangani,4,1,1.0,True,1969,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
14690,0,33.79532293,-9.145734,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,enough,surface,communal standpipe
19962,1312,34.94377245,-4.86996985,internal,13,2,1.0,True,1960,motorpump,user-group,unknown,unknown,dry,groundwater,communal standpipe
2239,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump
22325,50,38.71125327,-6.93907391,wami / ruvu,6,3,1.0,False,1978,gravity,user-group,never pay,good,enough,surface,communal standpipe
1758,1549,34.48077083,-4.32827454,internal,13,1,458.0,True,1989,handpump,user-group,never pay,good,enough,groundwater,hand pump
13212,1646,31.14556891,-7.70773019,lake rukwa,15,3,1.0,False,1985,handpump,user-group,unknown,unknown,enough,groundwater,hand pump
15185,1437,30.71391798,-3.60329615,lake tanganyika,16,1,210.0,False,2004,handpump,user-group,unknown,fluoride,enough,groundwater,hand pump
20059,1711,37.29489102,-3.19037277,pangani,3,4,1.0,True,1976,gravity,user-group,never pay,good,enough,groundwater,other
2966,557,37.54157917,-6.95732845,wami / ruvu,5,6,1.0,True,1974,gravity,user-group,never pay,good,enough,surface,communal standpipe
19254,980,29.67368504,-4.77277331,lake tanganyika,16,3,60.0,True,1985,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
17725,1193,38.42110664,-4.630935,pangani,4,1,1.0,True,1974,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
4520,0,33.35056814,-4.00489539,internal,14,2,1.0,False,0,handpump,user-group,pay per bucket,good,insufficient,groundwater,hand pump
15711,1603,35.51499209,-4.23186032,internal,21,1,245.0,True,2008,gravity,parastatal,never pay,good,enough,groundwater,communal standpipe
21333,0,32.16395211,-3.68935704,lake tanganyika,17,5,1.0,True,0,handpump,user-group,unknown,good,dry,groundwater,hand pump
23778,0,34.07608215,-3.21266893,internal,17,6,1.0,True,0,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
12481,0,36.96338378,-6.14118072,wami / ruvu,5,1,300.0,True,2006,submersible,user-group,pay per bucket,salty,insufficient,groundwater,communal standpipe
4074,1032,35.78794192,-10.42795101,lake nyasa,10,5,120.0,True,2011,gravity,user-group,pay annually,good,enough,surface,communal standpipe
8133,1412,36.78438236,-3.34790241,pangani,2,7,98.0,True,1989,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
16775,1682,31.27300021,-7.77967286,lake rukwa,15,3,1.0,True,1985,gravity,user-group,never pay,unknown,insufficient,surface,communal standpipe
21094,339,38.51427967,-5.601416099999999,pangani,4,6,50.0,True,2003,submersible,user-group,never pay,good,insufficient,surface,communal standpipe
5181,910,36.94261199,-3.56347971,pangani,2,7,120.0,True,1974,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
13682,0,31.28280047,-5.66720125,lake tanganyika,14,4,1.0,True,0,handpump,user-group,never pay,colored,insufficient,groundwater,hand pump
17764,0,32.48896932,-5.0565517,lake tanganyika,14,3,1.0,True,0,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
26480,1423,36.69094656,-3.35441265,pangani,2,2,200.0,True,1999,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
23542,1679,34.89633320000001,-4.91096442,internal,13,2,1.0,True,2010,other,user-group,unknown,unknown,unknown,surface,communal standpipe
6009,1269,37.98893471,-4.38745009,pangani,3,3,45.0,True,2009,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
4668,-15,39.53214169,-7.00752957,wami / ruvu,7,3,80.0,False,2010,motorpump,other,pay per bucket,salty,seasonal,groundwater,communal standpipe
6016,0,32.49055705,-5.00178627,lake tanganyika,14,3,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
3384,1469,34.71653792,-8.83941873,rufiji,11,4,42.0,True,1978,gravity,user-group,pay monthly,good,dry,surface,communal standpipe
18765,8,39.22085611,-7.18858803,wami / ruvu,6,4,200.0,False,2003,handpump,user-group,never pay,good,dry,groundwater,hand pump
16698,775,37.33885529,-3.37382896,pangani,3,6,1.0,True,2004,gravity,commercial,pay per bucket,good,insufficient,groundwater,communal standpipe
26325,0,31.76048595,-1.35658708,lake victoria,18,2,1.0,True,0,gravity,user-group,never pay,good,dry,surface,communal standpipe
14475,0,32.86053695,-4.14354969,lake tanganyika,14,1,1.0,False,0,other,user-group,never pay,good,enough,groundwater,other
19020,1334,36.71094552,-3.38766013,pangani,2,3,1.0,True,2010,other,user-group,never pay,good,enough,groundwater,other
21840,0,33.36286528,-4.51757112,internal,14,1,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
18484,0,31.76963067,-1.13854631,lake victoria,18,7,1.0,True,0,motorpump,user-group,never pay,good,insufficient,surface,communal standpipe
8356,748,37.91004682,-4.11270072,pangani,3,3,80.0,True,2011,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
4205,1678,31.30276856,-7.84639785,lake rukwa,15,3,1.0,False,1983,other,unknown,pay annually,unknown,dry,groundwater,other
26592,1386,30.58114846,-5.73664565,lake tanganyika,15,1,130.0,True,1984,other,commercial,never pay,good,enough,groundwater,other
9839,300,38.96352404,-10.86809225,ruvuma / southern coast,90,33,1.0,True,0,other,user-group,unknown,good,dry,groundwater,other
24737,1117,37.53324857,-3.31827925,pangani,3,4,1.0,True,1972,gravity,user-group,never pay,good,enough,groundwater,other
14905,0,33.19180458,-3.73186727,internal,17,3,1.0,True,0,other,user-group,never pay,good,enough,groundwater,other
20681,1387,37.54085133,-3.28797354,pangani,3,4,55.0,True,1972,gravity,user-group,never pay,good,insufficient,groundwater,other
24512,1107,36.96077779,-6.0642157,wami / ruvu,5,1,150.0,True,2010,gravity,user-group,pay per bucket,good,enough,groundwater,communal standpipe
7577,0,33.25810307,-2.56027741,lake victoria,19,2,1.0,True,0,handpump,user-group,pay when scheme fails,salty,dry,groundwater,hand pump
8581,0,32.06748312,-5.070770400000001,lake tanganyika,14,4,1.0,True,0,handpump,commercial,pay per bucket,good,insufficient,groundwater,hand pump
18792,0,36.12888953,-5.00956424,internal,1,1,1.0,False,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
16688,0,33.89163128,-9.45733215,lake nyasa,12,3,1.0,True,0,gravity,user-group,pay monthly,good,dry,groundwater,communal standpipe
4020,0,31.50313371,-1.48624731,lake victoria,18,2,1.0,True,0,other,user-group,never pay,good,insufficient,groundwater,other
13659,-16,39.43185401,-7.09841632,wami / ruvu,7,3,100.0,False,1980,motorpump,user-group,never pay,salty,dry,groundwater,other
6050,0,34.8031643,-2e-08,lake victoria,19,2,1.0,True,0,handpump,user-group,never pay,unknown,dry,groundwater,hand pump
19072,0,32.79151945,-5.97427013,lake tanganyika,14,5,1.0,True,0,handpump,user-group,never pay,good,dry,groundwater,hand pump
8114,0,31.20391421,-2.90621794,lake tanganyika,18,4,1.0,True,0,other,user-group,never pay,good,dry,groundwater,other
9,1443,37.61112572,-3.2635263,pangani,3,1,1.0,True,2000,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
1873,44,39.05588443,-5.02231118,pangani,4,4,1.0,True,1985,other,user-group,never pay,good,dry,groundwater,other
9450,31,38.89461069,-6.56235319,wami / ruvu,6,1,200.0,True,1987,submersible,commercial,pay monthly,good,enough,surface,communal standpipe
14936,1996,34.77275217,-9.4025713,rufiji,11,4,32.0,False,2008,rope pump,user-group,never pay,good,enough,groundwater,hand pump
5980,1876,31.63268744,-7.946827499999999,lake rukwa,15,4,1.0,True,2005,gravity,other,pay per bucket,good,dry,surface,communal standpipe
19862,0,32.08617947,-4.21763567,lake tanganyika,17,3,1.0,True,0,handpump,user-group,unknown,good,insufficient,groundwater,hand pump
22823,11,39.07502516,-5.24928232,pangani,4,4,200.0,True,1961,other,user-group,never pay,good,enough,groundwater,other
19685,0,34.8031643,-2e-08,lake victoria,19,6,1.0,True,0,submersible,user-group,unknown,unknown,dry,surface,communal standpipe
17155,88,38.71196047,-6.9157659,wami / ruvu,6,3,550.0,False,2006,handpump,user-group,never pay,salty,enough,groundwater,hand pump
12098,0,33.37229404,-8.61810437,lake rukwa,12,1,1.0,True,0,handpump,user-group,pay per bucket,salty,insufficient,groundwater,hand pump
7647,100,38.65857809,-5.81056909,pangani,4,6,500.0,False,2008,submersible,user-group,never pay,salty,insufficient,groundwater,communal standpipe
11172,1293,30.0268892,-4.76821535,lake tanganyika,16,2,1.0,True,1976,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
24019,335,38.37200124,-5.17329123,pangani,4,2,1.0,False,1982,other,user-group,never pay,good,enough,groundwater,other
22888,1273,36.93660713,-3.34736336,pangani,2,7,120.0,True,2003,gravity,user-group,unknown,good,insufficient,surface,communal standpipe
11995,1447,30.54984165,-5.73814072,lake tanganyika,15,1,83.0,True,1984,other,commercial,pay when scheme fails,good,enough,groundwater,hand pump
21649,228,36.95836623,-7.89008117,rufiji,5,3,150.0,True,1996,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
21553,997,35.89074556,-10.07688969,lake nyasa,10,5,420.0,False,1995,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump
4591,0,30.70739622,-1.27704768,lake victoria,18,1,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,other
27069,0,30.90371831,-1.44744523,lake victoria,18,1,1.0,True,0,submersible,user-group,never pay,good,dry,groundwater,communal standpipe
62,0,32.99370088,-2.69044203,lake victoria,19,7,1.0,True,0,other,user-group,never pay,colored,dry,groundwater,other
22086,1152,31.17009942,-6.37418318,lake rukwa,15,1,60.0,True,1989,other,commercial,never pay,good,seasonal,groundwater,other
2587,0,32.54232911,-4.12255214,lake tanganyika,17,3,1.0,False,0,other,user-group,unknown,milky,insufficient,groundwater,other
12296,1399,30.81852374,-3.04159462,lake tanganyika,16,1,120.0,False,2010,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
3497,331,39.06553401,-10.80379958,ruvuma / southern coast,90,33,1.0,True,1980,other,user-group,unknown,good,dry,groundwater,other
18262,509,34.64189713,-11.04437634,lake nyasa,10,3,36.0,True,1992,gravity,user-group,unknown,good,enough,groundwater,communal standpipe
16473,0,33.78941775,-9.55730303,lake nyasa,12,3,1.0,True,0,handpump,user-group,never pay,good,dry,groundwater,hand pump
3435,0,32.77122853,-9.07850276,lake rukwa,12,6,1.0,False,0,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump
7572,51,39.10317459,-6.64696621,wami / ruvu,7,1,122.0,False,2010,submersible,user-group,pay per bucket,good,dry,groundwater,communal standpipe
4145,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,handpump,user-group,other,good,insufficient,groundwater,hand pump
5545,1720,30.05049862,-4.52396974,lake tanganyika,16,2,120.0,False,1976,submersible,user-group,pay monthly,good,enough,groundwater,communal standpipe
7681,275,37.03759628,-7.69274281,rufiji,5,1,150.0,True,2007,handpump,user-group,never pay,salty,enough,groundwater,hand pump
25246,1470,37.64686368,-3.69835481,pangani,3,2,20.0,False,2005,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
19635,0,34.41206625,-3.16369728,internal,17,6,1.0,True,0,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe
24232,0,30.96987101,-1.75030632,lake victoria,18,1,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
9101,0,33.86315388,-9.61005884,lake nyasa,12,3,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
16363,894,37.53460857,-3.37603039,pangani,3,4,250.0,True,2009,gravity,user-group,pay per bucket,good,insufficient,groundwater,communal standpipe
24197,0,34.8031643,-2e-08,lake victoria,19,2,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
13184,842,35.07349424,-5.86269478,internal,13,3,450.0,False,1974,submersible,user-group,never pay,good,enough,groundwater,communal standpipe
209,717,37.41089685,-3.44935828,pangani,3,4,1.0,True,1976,gravity,commercial,never pay,good,insufficient,groundwater,communal standpipe
13142,0,33.32272965,-8.95495411,lake rukwa,12,2,1.0,True,0,gravity,user-group,pay when scheme fails,good,dry,surface,communal standpipe
6353,463,37.84934227,-9.72273278,ruvuma / southern coast,80,43,250.0,True,1987,other,user-group,unknown,good,dry,groundwater,other
23974,296,38.638932200000006,-10.1838931,ruvuma / southern coast,8,3,284.0,False,0,other,user-group,never pay,unknown,dry,groundwater,other
17981,-42,34.8031643,-10.15874774,ruvuma / southern coast,80,23,324.0,False,2010,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
9912,1116,35.72775707,-10.59648901,lake nyasa,10,4,1.0,True,1990,other,other,pay when scheme fails,good,dry,groundwater,other
12246,375,38.29373062,-4.94351445,pangani,4,2,400.0,False,2000,other,user-group,pay annually,good,enough,groundwater,other
8075,0,34.8031643,-2e-08,lake victoria,19,6,1.0,True,0,handpump,user-group,unknown,unknown,dry,groundwater,hand pump
1813,0,31.98754401,-3.60665922,lake tanganyika,17,5,1.0,True,0,handpump,parastatal,unknown,good,dry,groundwater,hand pump
22605,1369,34.93458322,-4.92035663,internal,13,2,1.0,True,1970,motorpump,user-group,unknown,unknown,unknown,groundwater,communal standpipe
21362,1822,31.3235049,-7.65124882,lake rukwa,15,3,350.0,False,1983,handpump,user-group,pay annually,good,enough,groundwater,hand pump
