,status_group
5438,functional needs repair
12175,non functional
9131,non functional
23323,non functional
15288,non functional
4091,non functional
14852,non functional
25784,non functional
5984,non functional
14162,non functional
11489,non functional
17811,non functional
7777,non functional
3639,non functional
3300,non functional
5678,non functional
16394,non functional
15289,non functional
7155,functional needs repair
3338,non functional
14332,non functional
26765,functional needs repair
4432,non functional
11976,non functional
23600,non functional
24954,non functional
22726,non functional
8596,non functional
19376,non functional
17818,non functional
21493,non functional
2618,functional needs repair
18349,non functional
23752,functional needs repair
15940,non functional
10851,non functional
18773,non functional
21211,functional needs repair
22157,functional needs repair
1502,non functional
20657,non functional
18698,non functional
2999,non functional
21715,non functional
25923,non functional
4344,non functional
3215,non functional
22142,non functional
2859,non functional
17339,non functional
9432,functional needs repair
8920,non functional
6221,non functional
22666,functional needs repair
6449,non functional
25513,non functional
14974,non functional
17396,functional needs repair
1078,functional needs repair
8046,non functional
8394,non functional
4221,non functional
5000,non functional
21047,non functional
11105,functional needs repair
9510,functional needs repair
10032,non functional
9034,non functional
20651,non functional
24552,non functional
12552,non functional
1175,non functional
13934,non functional
16424,non functional
25371,non functional
5276,non functional
8476,non functional
13433,non functional
7592,non functional
19247,non functional
21250,non functional
10236,non functional
18684,non functional
7916,non functional
8452,non functional
9392,non functional
12935,functional needs repair
17450,non functional
19647,functional needs repair
14679,non functional
17543,non functional
14336,non functional
15889,non functional
13568,non functional
1991,non functional
11718,functional needs repair
1192,non functional
13974,non functional
24513,non functional
12713,non functional
16766,functional needs repair
19409,non functional
9845,non functional
23981,non functional
18457,non functional
3880,non functional
16252,non functional
11116,functional needs repair
7351,non functional
20081,non functional
24297,non functional
6951,non functional
24277,non functional
5908,non functional
17612,functional needs repair
25028,non functional
2460,non functional
10973,non functional
22540,non functional
17712,non functional
19345,non functional
6945,non functional
25553,non functional
26769,non functional
23919,non functional
13584,non functional
15436,non functional
6184,non functional
1214,non functional
19702,non functional
19758,non functional
19779,non functional
14724,non functional
17837,non functional
24420,non functional
24609,non functional
13387,non functional
1261,non functional
18599,non functional
26119,functional needs repair
7371,non functional
3524,non functional
2453,non functional
8308,non functional
13194,non functional
4945,non functional
11421,non functional
21571,non functional
17677,non functional
10171,non functional
1698,functional needs repair
729,non functional
13374,non functional
1284,non functional
21049,non functional
23540,non functional
100,functional needs repair
2577,non functional
2416,non functional
15536,non functional
8112,non functional
26888,non functional
18649,non functional
20493,non functional
10487,non functional
11649,non functional
19753,non functional
6672,non functional
12785,non functional
4684,non functional
17816,non functional
2642,non functional
16263,non functional
5087,non functional
3870,non functional
10636,non functional
22650,non functional
11165,non functional
23124,non functional
5371,non functional
16195,functional needs repair
6513,non functional
2256,non functional
7686,non functional
26724,non functional
19282,functional needs repair
9781,non functional
15843,non functional
20561,non functional
24400,non functional
22341,functional needs repair
22849,non functional
26861,non functional
21681,non functional
10933,non functional
18338,functional needs repair
11545,non functional
15444,functional needs repair
25294,functional needs repair
17098,non functional
6554,non functional
26294,non functional
18683,non functional
6639,functional needs repair
15737,non functional
10671,functional needs repair
12842,non functional
24957,non functional
5784,non functional
18296,non functional
10329,functional needs repair
11005,non functional
3774,non functional
16886,non functional
20132,non functional
26858,non functional
7049,non functional
3535,non functional
10357,functional needs repair
23304,non functional
17932,functional needs repair
17058,non functional
3039,non functional
11029,non functional
26336,non functional
358,non functional
17694,non functional
14034,non functional
21006,functional needs repair
20504,non functional
21800,non functional
12404,non functional
23392,non functional
9825,non functional
5653,non functional
20604,functional needs repair
6961,functional needs repair
13895,non functional
16028,non functional
154,non functional
14207,non functional
16255,non functional
19207,non functional
25331,functional needs repair
884,non functional
3885,non functional
10643,functional needs repair
14234,functional needs repair
6799,non functional
25288,non functional
5105,non functional
13963,non functional
14063,non functional
13398,non functional
19876,non functional
13472,functional needs repair
20165,functional needs repair
12979,functional needs repair
18983,non functional
19750,non functional
8301,non functional
21739,functional needs repair
24587,non functional
942,non functional
9786,non functional
24105,non functional
7995,non functional
6071,non functional
9923,non functional
16826,non functional
6868,non functional
7917,non functional
10199,non functional
5061,non functional
23456,non functional
26605,non functional
14728,non functional
1351,non functional
19966,non functional
23545,non functional
16147,non functional
2524,non functional
2951,non functional
4991,non functional
2299,non functional
12373,non functional
22188,non functional
10417,non functional
13683,non functional
22494,non functional
8568,non functional
6361,non functional
5207,non functional
3882,functional needs repair
23538,functional needs repair
3548,non functional
25423,non functional
2586,non functional
22225,functional needs repair
19984,non functional
4780,non functional
7794,functional needs repair
9301,functional needs repair
2838,functional needs repair
1441,functional needs repair
7683,non functional
27020,non functional
9362,non functional
12682,functional needs repair
19167,non functional
9617,non functional
25799,non functional
531,non functional
13601,non functional
4759,non functional
3514,non functional
22345,non functional
2555,non functional
7668,non functional
9198,non functional
23644,non functional
21012,non functional
10856,non functional
22160,non functional
24401,non functional
22897,non functional
21845,non functional
1186,non functional
26270,functional needs repair
15183,non functional
4435,non functional
18682,functional needs repair
11980,non functional
13046,functional needs repair
20916,functional needs repair
16843,non functional
2653,non functional
26156,non functional
22237,non functional
24776,non functional
13083,non functional
22522,functional needs repair
16645,non functional
24039,non functional
23274,non functional
21257,non functional
18721,non functional
25170,functional needs repair
1896,functional needs repair
14237,non functional
11318,non functional
25103,non functional
22120,non functional
1392,non functional
11401,non functional
23607,non functional
11530,non functional
2795,non functional
21870,non functional
22754,non functional
24741,non functional
14873,non functional
11647,non functional
24631,non functional
23345,non functional
7324,non functional
18958,non functional
13990,functional needs repair
5976,non functional
24923,non functional
23033,functional needs repair
10980,non functional
18583,non functional
12125,non functional
7493,non functional
13989,non functional
26550,functional needs repair
19592,non functional
3820,non functional
2799,non functional
18972,non functional
11390,non functional
21843,non functional
10196,non functional
11262,non functional
19098,non functional
10921,non functional
5208,non functional
17337,non functional
15600,non functional
9559,non functional
25676,functional needs repair
23687,non functional
5941,non functional
9249,non functional
7453,non functional
15050,non functional
26105,non functional
18501,non functional
2095,non functional
16754,non functional
21537,non functional
8864,non functional
20452,non functional
2029,non functional
3929,non functional
17240,functional needs repair
25563,non functional
26350,functional needs repair
10203,non functional
9409,non functional
21604,non functional
6694,non functional
14871,non functional
8674,non functional
25998,non functional
5985,non functional
19668,non functional
7432,non functional
23595,non functional
26878,non functional
3307,non functional
19208,non functional
9639,non functional
13280,non functional
20643,non functional
8024,non functional
25180,functional needs repair
19168,non functional
12291,non functional
6549,non functional
16307,non functional
18144,functional needs repair
26363,non functional
4030,non functional
701,non functional
23957,functional needs repair
9006,non functional
19191,non functional
11940,functional needs repair
12889,functional needs repair
12734,non functional
8705,non functional
21614,non functional
20060,non functional
1293,non functional
21506,non functional
15437,non functional
21588,non functional
7005,non functional
15334,non functional
14672,functional needs repair
25667,non functional
26645,non functional
23772,non functional
3079,non functional
11755,non functional
22150,non functional
12263,non functional
20311,non functional
13624,functional needs repair
12182,non functional
4636,functional needs repair
15496,non functional
24504,non functional
18625,non functional
22313,non functional
10345,non functional
25447,non functional
11144,functional needs repair
19510,non functional
314,non functional
9688,non functional
7923,non functional
214,functional needs repair
18565,non functional
24746,functional needs repair
1223,non functional
8267,non functional
5396,non functional
26736,functional needs repair
7547,non functional
7731,non functional
2036,non functional
24368,non functional
7327,non functional
24828,non functional
20593,non functional
19850,non functional
15825,functional needs repair
19930,non functional
17420,non functional
20085,non functional
22416,non functional
19064,non functional
26745,non functional
6489,non functional
550,non functional
22088,non functional
4423,non functional
2923,non functional
14037,non functional
13127,functional needs repair
8041,non functional
19861,non functional
3212,non functional
19250,non functional
16033,non functional
423,non functional
8824,non functional
24048,non functional
20587,functional needs repair
126,non functional
4237,functional needs repair
23800,functional needs repair
4463,non functional
17517,non functional
24601,non functional
14495,non functional
22497,non functional
5340,non functional
23310,non functional
7233,non functional
10737,functional needs repair
1515,non functional
16981,non functional
13176,non functional
7276,non functional
14325,non functional
25098,functional needs repair
20353,non functional
1219,non functional
26985,functional needs repair
20420,functional needs repair
11894,non functional
14435,non functional
16913,non functional
19117,non functional
13069,non functional
21620,non functional
2882,non functional
24269,non functional
13458,non functional
18314,non functional
8387,non functional
10676,non functional
19546,non functional
15182,non functional
20374,non functional
356,non functional
3928,non functional
9414,non functional
17792,non functional
8221,functional needs repair
26639,non functional
1941,functional needs repair
3316,non functional
2388,non functional
13740,non functional
9524,non functional
7612,non functional
26643,non functional
18380,non functional
7314,non functional
5558,non functional
10147,non functional
3709,non functional
2189,functional needs repair
12448,non functional
10840,non functional
5663,non functional
16615,non functional
22094,non functional
21955,non functional
8846,non functional
5963,functional needs repair
25005,non functional
15851,non functional
1164,functional needs repair
7894,non functional
119,functional needs repair
19928,non functional
26704,non functional
17965,non functional
17005,functional needs repair
8744,non functional
16798,non functional
3044,non functional
24901,non functional
17288,non functional
8285,functional needs repair
8690,non functional
25408,non functional
20740,functional needs repair
26979,non functional
26562,non functional
5245,non functional
18737,non functional
7180,non functional
10858,non functional
8836,non functional
9316,non functional
11883,non functional
22534,non functional
1720,functional needs repair
15097,non functional
24850,non functional
3561,non functional
8038,functional needs repair
26202,non functional
16694,non functional
15911,non functional
584,functional needs repair
22771,non functional
27112,non functional
104,functional needs repair
17290,non functional
18528,non functional
24252,non functional
24411,non functional
16889,functional needs repair
7138,non functional
10958,non functional
2405,functional needs repair
20260,non functional
19757,non functional
10174,non functional
5104,non functional
19121,functional needs repair
6324,non functional
3368,non functional
3048,non functional
24842,non functional
751,non functional
5792,non functional
2747,non functional
25111,functional needs repair
26876,non functional
9543,non functional
5609,non functional
18768,non functional
8116,non functional
14312,non functional
13363,functional needs repair
4536,non functional
18790,non functional
23114,functional needs repair
14163,non functional
22386,non functional
8428,functional needs repair
1693,non functional
17555,non functional
14930,non functional
14152,non functional
15366,non functional
7860,non functional
10660,non functional
24722,non functional
18553,non functional
1630,non functional
6290,non functional
18694,non functional
8469,non functional
15024,non functional
14484,non functional
26292,functional needs repair
20283,non functional
26066,non functional
12508,non functional
19491,non functional
16840,non functional
6737,non functional
9154,non functional
13307,functional needs repair
18895,non functional
948,functional needs repair
939,non functional
1870,non functional
15451,non functional
24841,non functional
14355,non functional
6772,functional needs repair
23519,non functional
3210,non functional
20757,non functional
9649,functional needs repair
17285,non functional
18347,non functional
18955,non functional
3598,non functional
1748,functional needs repair
4681,non functional
16542,non functional
3798,non functional
20905,functional needs repair
5950,non functional
17111,non functional
20476,non functional
18343,non functional
11671,non functional
7558,non functional
1273,functional needs repair
23985,non functional
16232,non functional
17088,non functional
18003,non functional
13823,non functional
20473,non functional
6594,non functional
16585,non functional
12976,non functional
14430,non functional
27050,non functional
7390,non functional
17958,non functional
8542,non functional
10159,non functional
23148,non functional
3668,non functional
2955,non functional
20642,non functional
16834,non functional
23429,non functional
11391,functional needs repair
6802,non functional
10372,functional needs repair
1367,non functional
26538,non functional
11692,non functional
8687,non functional
9951,non functional
23680,non functional
25733,non functional
24818,non functional
3378,non functional
9394,non functional
22674,non functional
2439,functional needs repair
10078,non functional
20560,non functional
5026,non functional
413,non functional
9251,non functional
14800,functional needs repair
10177,non functional
1136,non functional
14451,non functional
22484,non functional
9195,non functional
6437,non functional
25190,non functional
24485,non functional
18802,non functional
20256,non functional
14002,non functional
5628,functional needs repair
10154,non functional
14569,non functional
14271,non functional
677,non functional
21112,non functional
6170,non functional
18006,non functional
8806,non functional
5148,non functional
3092,non functional
14781,functional needs repair
10681,non functional
3116,non functional
11495,non functional
13148,non functional
20575,non functional
13173,non functional
23332,functional needs repair
16238,non functional
3126,non functional
19435,non functional
24543,non functional
2788,non functional
21695,non functional
12998,non functional
20985,non functional
10208,non functional
19320,non functional
23245,functional needs repair
16342,non functional
4143,non functional
11937,non functional
11611,non functional
13586,non functional
12518,non functional
2502,non functional
13878,non functional
1839,non functional
25467,functional needs repair
8765,non functional
4541,non functional
9129,functional needs repair
24843,non functional
16257,non functional
20396,non functional
20495,non functional
5398,non functional
3938,functional needs repair
11684,non functional
8008,functional needs repair
8464,non functional
25468,non functional
4375,non functional
3197,non functional
19411,non functional
7772,non functional
20320,non functional
7167,functional needs repair
22618,non functional
227,functional needs repair
25624,non functional
5729,non functional
17901,non functional
7873,non functional
5977,non functional
23401,non functional
18988,non functional
20962,functional needs repair
523,non functional
25269,non functional
284,non functional
10515,functional needs repair
5702,functional needs repair
20162,non functional
22392,non functional
15155,non functional
10474,non functional
4599,non functional
16265,non functional
12914,non functional
21829,non functional
8420,functional needs repair
8915,functional needs repair
18627,non functional
3986,non functional
19980,non functional
24596,non functional
25810,non functional
8853,non functional
4434,non functional
8809,non functional
2957,non functional
14249,non functional
3540,non functional
26806,non functional
8479,non functional
23801,non functional
10037,non functional
23466,non functional
4410,non functional
12603,non functional
24762,non functional
8780,functional needs repair
3295,non functional
22046,non functional
7343,functional needs repair
540,non functional
13403,non functional
6295,non functional
6195,non functional
21053,non functional
5369,non functional
20198,functional needs repair
12736,non functional
20953,non functional
17790,non functional
25264,non functional
9121,non functional
4505,non functional
5451,non functional
16354,functional needs repair
25600,non functional
24709,functional needs repair
26080,non functional
7946,non functional
6379,non functional
22244,non functional
1836,non functional
22968,non functional
12494,non functional
19561,non functional
4200,non functional
24166,non functional
5360,non functional
25818,functional needs repair
24743,non functional
26759,non functional
388,non functional
3032,functional needs repair
8898,non functional
15505,non functional
8862,non functional
3772,non functional
4054,non functional
13180,non functional
3136,non functional
7729,non functional
7654,non functional
1598,non functional
19165,functional needs repair
4514,functional needs repair
17822,functional needs repair
379,non functional
23072,non functional
1429,non functional
6689,non functional
6470,non functional
16069,non functional
4149,non functional
19234,non functional
24355,non functional
4655,functional needs repair
10949,non functional
10943,non functional
23210,non functional
12314,non functional
16812,non functional
5597,non functional
17044,non functional
17282,non functional
6647,functional needs repair
9547,non functional
15608,non functional
11477,non functional
18487,functional needs repair
22259,non functional
8096,non functional
26792,non functional
9207,non functional
9295,non functional
12921,non functional
6938,non functional
1694,non functional
3763,non functional
1298,non functional
2314,functional needs repair
22967,non functional
13228,non functional
15297,non functional
14746,non functional
9377,functional needs repair
12434,non functional
9188,non functional
8014,non functional
20718,functional needs repair
20468,non functional
24035,non functional
23617,non functional
11208,non functional
23878,non functional
15677,non functional
16636,functional needs repair
4411,non functional
5871,non functional
6484,non functional
21652,non functional
4611,non functional
23951,non functional
11705,non functional
21129,non functional
16682,non functional
5305,functional needs repair
23866,non functional
22232,non functional
25015,non functional
4033,non functional
4966,non functional
22896,non functional
10649,functional needs repair
24523,functional needs repair
8083,non functional
21554,non functional
11891,non functional
4164,non functional
450,non functional
5906,functional needs repair
17033,non functional
9166,functional needs repair
21499,non functional
11186,non functional
25775,non functional
24565,non functional
10554,non functional
5828,non functional
5789,non functional
8141,non functional
23075,non functional
11911,functional needs repair
12795,non functional
5531,non functional
11803,non functional
9204,non functional
1241,non functional
24222,non functional
6679,non functional
1541,non functional
6602,non functional
18686,non functional
16639,non functional
11106,non functional
6418,non functional
4060,non functional
4351,functional needs repair
24241,non functional
26777,non functional
18793,non functional
24873,functional needs repair
548,non functional
22110,non functional
3319,functional needs repair
24865,non functional
21711,non functional
4689,non functional
5063,non functional
8376,non functional
14353,non functional
22281,non functional
21675,non functional
22056,non functional
14656,non functional
10837,non functional
6724,non functional
7482,functional needs repair
8860,non functional
3386,non functional
3490,non functional
15663,non functional
22735,non functional
20029,non functional
5121,non functional
14366,non functional
9011,non functional
997,non functional
8677,non functional
15162,non functional
1190,functional needs repair
19823,non functional
12270,functional needs repair
11682,non functional
21646,non functional
12124,non functional
24597,non functional
2785,non functional
3677,non functional
24431,non functional
7720,non functional
24340,non functional
24805,non functional
5967,non functional
21486,non functional
11756,non functional
26390,non functional
17648,non functional
18298,non functional
18411,non functional
5052,non functional
26635,non functional
2654,functional needs repair
5857,non functional
1348,functional needs repair
18856,non functional
1332,functional needs repair
4995,non functional
7515,non functional
11023,non functional
22428,non functional
20002,functional needs repair
20261,functional needs repair
14216,non functional
17876,non functional
10336,non functional
21697,non functional
14470,non functional
26019,non functional
17498,non functional
8666,non functional
21325,non functional
6245,non functional
807,non functional
21306,non functional
7622,non functional
4646,non functional
6994,non functional
6318,non functional
11273,non functional
21073,non functional
26737,non functional
20790,non functional
27140,non functional
23203,non functional
22894,non functional
24655,non functional
7218,non functional
14723,non functional
10454,functional needs repair
2068,non functional
10458,functional needs repair
22129,non functional
15369,functional needs repair
11454,non functional
16515,non functional
4470,non functional
26216,non functional
1803,non functional
2035,non functional
3698,non functional
20050,non functional
13516,non functional
16042,non functional
13599,non functional
4685,non functional
20280,non functional
17492,non functional
4401,non functional
13206,functional needs repair
17410,non functional
9859,non functional
19049,functional needs repair
7970,non functional
12262,non functional
11271,non functional
10390,non functional
13235,non functional
11858,non functional
12843,non functional
7616,non functional
25255,functional needs repair
7468,non functional
26567,functional needs repair
12786,non functional
14921,non functional
9200,non functional
18595,functional needs repair
23261,non functional
8867,non functional
8179,functional needs repair
13724,functional needs repair
15759,non functional
4895,non functional
20487,functional needs repair
16192,non functional
18318,non functional
4059,functional needs repair
25043,non functional
23028,functional needs repair
19449,non functional
3980,non functional
23610,functional needs repair
11515,functional needs repair
13095,non functional
6357,non functional
20990,non functional
26361,functional needs repair
5090,non functional
22029,non functional
11847,non functional
12008,non functional
1855,non functional
26114,non functional
11267,non functional
3168,non functional
7728,non functional
11590,non functional
12427,non functional
14578,functional needs repair
5535,non functional
26217,functional needs repair
11304,non functional
2895,non functional
22018,functional needs repair
24219,non functional
19206,non functional
22468,functional needs repair
3318,non functional
25012,functional needs repair
13651,non functional
15213,non functional
5620,functional needs repair
6164,non functional
14083,non functional
843,non functional
13548,non functional
23363,non functional
24604,non functional
8642,functional needs repair
15541,non functional
8240,non functional
9817,non functional
21371,non functional
17944,non functional
17091,functional needs repair
21925,non functional
647,functional needs repair
8399,non functional
18700,non functional
17713,non functional
22361,non functional
18921,non functional
14363,functional needs repair
22083,non functional
24326,non functional
12746,non functional
15094,non functional
18348,non functional
20676,non functional
14971,functional needs repair
20328,non functional
2085,functional needs repair
11559,non functional
16247,non functional
6433,non functional
14382,non functional
7485,non functional
6568,non functional
11643,non functional
4923,non functional
9729,non functional
10057,non functional
26339,non functional
8733,non functional
14513,non functional
8660,non functional
15708,non functional
15766,non functional
14707,functional needs repair
7767,non functional
20221,non functional
1350,non functional
1339,non functional
12397,non functional
9615,non functional
6756,non functional
13362,non functional
20753,non functional
14870,non functional
252,non functional
3090,non functional
17748,non functional
19426,non functional
21244,non functional
6839,non functional
18357,non functional
18800,non functional
10100,non functional
7116,non functional
9553,non functional
18979,non functional
17108,non functional
15804,non functional
22936,functional needs repair
20194,non functional
15633,non functional
27027,functional needs repair
20239,non functional
24030,non functional
17578,functional needs repair
6199,non functional
24726,non functional
25862,non functional
4657,non functional
14531,non functional
4932,non functional
4100,non functional
3282,non functional
10597,non functional
6346,non functional
16509,non functional
16756,non functional
22855,non functional
15713,non functional
118,non functional
10542,non functional
12533,non functional
2062,non functional
6308,non functional
23209,non functional
22156,non functional
1687,non functional
13412,non functional
16431,non functional
16012,non functional
3911,functional needs repair
1456,non functional
5097,non functional
13799,non functional
366,non functional
3074,non functional
19367,non functional
14123,non functional
23785,non functional
2913,non functional
26462,non functional
13942,non functional
13789,non functional
16468,functional needs repair
19414,non functional
367,functional needs repair
17227,non functional
12905,non functional
12767,functional needs repair
4513,functional needs repair
13729,functional needs repair
23655,non functional
8057,non functional
23962,non functional
6967,functional needs repair
5534,non functional
1907,non functional
4531,non functional
15964,non functional
26242,non functional
4376,functional needs repair
25625,non functional
4562,non functional
22573,non functional
13999,non functional
1819,functional needs repair
3581,non functional
26909,functional needs repair
23234,non functional
20983,non functional
17113,non functional
13420,non functional
4988,non functional
12149,non functional
9094,non functional
21898,non functional
8947,non functional
20756,non functional
25114,non functional
9144,non functional
23486,functional needs repair
5949,non functional
25016,non functional
7947,non functional
13760,non functional
6742,non functional
20114,non functional
4240,non functional
19084,non functional
3114,functional needs repair
6119,non functional
15709,non functional
23142,non functional
1038,non functional
19170,non functional
19122,non functional
7182,non functional
13249,non functional
9472,non functional
11252,non functional
18525,non functional
10116,non functional
2475,non functional
7759,non functional
4776,non functional
13229,non functional
13591,non functional
26940,non functional
18742,non functional
6546,non functional
4107,non functional
15566,non functional
16167,functional needs repair
10867,non functional
3225,non functional
20154,functional needs repair
3436,functional needs repair
13099,non functional
16723,non functional
18412,functional needs repair
8783,non functional
6636,non functional
16209,non functional
19355,non functional
17378,non functional
7433,non functional
1022,non functional
12758,functional needs repair
19540,non functional
15815,functional needs repair
23350,non functional
15563,non functional
20969,non functional
18177,non functional
13488,non functional
19264,non functional
2703,non functional
2714,non functional
17730,functional needs repair
16392,non functional
13945,non functional
13525,non functional
11450,non functional
15659,non functional
14996,non functional
19063,non functional
12860,functional needs repair
1138,functional needs repair
16892,non functional
18975,non functional
13809,non functional
11608,non functional
23699,non functional
13688,functional needs repair
14239,non functional
18122,non functional
7857,functional needs repair
16410,non functional
8492,non functional
15863,non functional
5987,non functional
22344,non functional
26924,non functional
3453,non functional
667,non functional
3201,non functional
24638,non functional
18615,functional needs repair
12319,functional needs repair
18111,non functional
8781,non functional
14337,functional needs repair
7972,non functional
5613,non functional
25601,non functional
1428,functional needs repair
17859,non functional
7877,non functional
14927,functional needs repair
15139,non functional
12466,non functional
10211,non functional
2660,non functional
17395,non functional
26926,non functional
24849,non functional
9597,non functional
14409,non functional
6326,non functional
8076,non functional
26191,non functional
22881,non functional
19594,non functional
237,non functional
19759,non functional
8365,non functional
19321,non functional
26470,non functional
510,non functional
21128,non functional
20296,non functional
4574,non functional
14815,functional needs repair
16763,non functional
17067,functional needs repair
10023,non functional
1822,non functional
8241,non functional
13899,non functional
11386,functional needs repair
23623,non functional
5010,non functional
26657,non functional
25770,non functional
5583,functional needs repair
9483,non functional
25926,non functional
22030,non functional
17322,non functional
963,non functional
10930,functional needs repair
5895,functional needs repair
24043,non functional
10299,functional needs repair
357,non functional
3800,non functional
24553,non functional
8991,non functional
19673,non functional
11606,non functional
9382,non functional
25594,non functional
11355,non functional
12468,non functional
25405,non functional
14909,functional needs repair
13066,non functional
6293,functional needs repair
8494,non functional
15141,non functional
8429,non functional
10613,non functional
5559,functional needs repair
19076,non functional
1417,non functional
20844,non functional
15795,non functional
3098,non functional
21810,non functional
3723,functional needs repair
4352,functional needs repair
16105,non functional
10674,non functional
12514,non functional
12205,non functional
11956,functional needs repair
2122,non functional
10822,non functional
23740,non functional
26147,non functional
18024,non functional
19008,non functional
2114,non functional
17218,non functional
16989,non functional
7402,non functional
8730,non functional
6762,non functional
5823,non functional
11485,non functional
4314,functional needs repair
3409,non functional
23656,non functional
13541,non functional
12022,non functional
22692,non functional
23520,non functional
20923,non functional
11498,non functional
20348,non functional
12765,non functional
17358,non functional
13442,non functional
18543,functional needs repair
19715,non functional
8580,non functional
20339,non functional
6012,non functional
11548,non functional
19463,non functional
24753,non functional
23934,non functional
6906,functional needs repair
25900,non functional
18920,non functional
20489,non functional
961,functional needs repair
18521,non functional
21970,functional needs repair
16696,non functional
10801,non functional
8648,non functional
19604,functional needs repair
15175,non functional
12817,functional needs repair
15961,non functional
82,functional needs repair
16087,functional needs repair
10998,non functional
16359,non functional
7673,non functional
25932,non functional
19624,non functional
16159,non functional
15822,non functional
9600,non functional
9700,functional needs repair
26153,non functional
3876,non functional
4137,non functional
17943,functional needs repair
22523,non functional
17854,non functional
20574,non functional
19433,functional needs repair
22555,functional needs repair
17786,non functional
3853,non functional
3657,functional needs repair
15647,non functional
6604,functional needs repair
10571,functional needs repair
3149,non functional
24062,non functional
7159,non functional
14055,non functional
8011,non functional
15193,functional needs repair
18940,functional needs repair
5203,non functional
9109,non functional
3835,functional needs repair
4379,non functional
11445,non functional
26060,functional needs repair
21480,non functional
12569,non functional
7959,functional needs repair
3511,non functional
19473,non functional
12277,non functional
22736,non functional
829,non functional
19239,non functional
18582,non functional
764,non functional
25606,non functional
24810,non functional
4130,non functional
16467,non functional
16833,non functional
14024,non functional
25499,functional needs repair
23926,non functional
6300,functional needs repair
277,non functional
21469,non functional
4076,functional needs repair
11068,functional needs repair
24128,non functional
6566,functional needs repair
18278,functional needs repair
4044,non functional
9805,non functional
8229,non functional
17720,non functional
25285,non functional
9475,non functional
9716,non functional
25855,non functional
18730,non functional
3573,non functional
18673,non functional
9555,non functional
13462,non functional
1093,non functional
11691,non functional
15350,non functional
19236,functional needs repair
9907,non functional
9385,non functional
9040,non functional
17501,non functional
9832,non functional
9477,non functional
1835,non functional
5960,functional needs repair
165,non functional
7389,functional needs repair
720,non functional
19846,non functional
22474,non functional
16796,non functional
1676,non functional
25209,non functional
21343,non functional
23901,non functional
10295,non functional
27036,non functional
12932,non functional
5722,functional needs repair
7221,functional needs repair
19095,non functional
15769,non functional
9047,non functional
1250,non functional
14113,non functional
22077,non functional
22581,non functional
27012,non functional
26343,non functional
7500,non functional
22632,non functional
5130,non functional
3042,functional needs repair
21413,non functional
6043,functional needs repair
4665,non functional
19819,non functional
25684,non functional
320,non functional
10787,non functional
19516,non functional
25734,functional needs repair
7481,non functional
19200,non functional
13520,functional needs repair
3472,functional needs repair
10758,non functional
27113,functional needs repair
24168,functional needs repair
1590,non functional
19855,non functional
19031,non functional
2762,non functional
11989,non functional
5362,non functional
112,non functional
22971,non functional
4805,non functional
77,non functional
16705,non functional
2574,non functional
22588,non functional
20163,non functional
7164,non functional
26447,non functional
2582,non functional
23903,functional needs repair
15081,non functional
21377,non functional
7870,non functional
9115,non functional
16382,non functional
22796,non functional
7690,non functional
3274,non functional
26726,non functional
4346,non functional
8942,non functional
18610,non functional
2214,non functional
5184,non functional
7037,non functional
4666,non functional
8147,non functional
18728,non functional
10995,non functional
25837,non functional
21502,non functional
26210,non functional
6434,non functional
14310,non functional
7118,non functional
20982,non functional
22444,non functional
4798,non functional
11947,non functional
17606,non functional
18997,non functional
14680,non functional
12939,non functional
21374,non functional
2711,non functional
17183,functional needs repair
3912,non functional
1132,non functional
1987,non functional
3854,non functional
25789,non functional
12369,non functional
10463,functional needs repair
26150,non functional
12313,non functional
16227,functional needs repair
21660,non functional
25544,non functional
23169,non functional
11178,non functional
15026,non functional
22688,non functional
10111,non functional
26661,non functional
23582,non functional
20913,non functional
26996,functional needs repair
25756,non functional
11974,non functional
6382,non functional
7237,non functional
13448,non functional
20691,non functional
9065,functional needs repair
25019,non functional
19854,non functional
24840,non functional
17404,non functional
19195,non functional
3346,non functional
10172,non functional
25326,non functional
19470,non functional
11907,non functional
4994,non functional
4083,non functional
8736,non functional
1757,non functional
15099,functional needs repair
22730,functional needs repair
11640,non functional
15572,non functional
1079,non functional
10230,functional needs repair
3241,non functional
2236,non functional
10532,non functional
4185,non functional
25879,non functional
22804,non functional
8180,non functional
4113,non functional
14721,functional needs repair
4019,non functional
1751,non functional
9765,non functional
18589,non functional
14195,non functional
4800,non functional
17327,functional needs repair
20702,functional needs repair
18699,functional needs repair
11501,non functional
6610,non functional
26609,non functional
16163,non functional
21893,non functional
5526,non functional
10184,non functional
13035,non functional
9220,non functional
22145,non functional
22227,non functional
11856,functional needs repair
18968,non functional
3211,non functional
20588,functional needs repair
8039,non functional
17994,non functional
23284,non functional
21324,non functional
22687,non functional
26707,functional needs repair
6244,non functional
10985,non functional
11541,non functional
3305,functional needs repair
19314,non functional
12167,non functional
1352,non functional
291,non functional
16068,non functional
1691,non functional
24274,non functional
8970,non functional
19766,non functional
5078,non functional
3344,non functional
26379,non functional
26654,functional needs repair
1883,functional needs repair
23062,non functional
19059,non functional
2696,non functional
3370,non functional
25696,non functional
5214,non functional
4151,non functional
13318,non functional
25465,non functional
26822,non functional
10991,non functional
20111,non functional
21581,non functional
23167,non functional
15740,functional needs repair
7346,non functional
3935,non functional
10292,non functional
8182,functional needs repair
5076,non functional
4739,non functional
